,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
市盈率,271.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
月度,212.0,17.0,1.0,2.0,0.0,3.0,11.0,2.0,9.0,0.0
货币政策,291.0,187.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0
赎回费,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
比重,261.0,98.0,6.0,6.0,72.0,2.0,121.0,27.0,16.0,8.0
民生,233.0,99.0,9.0,2.0,25.0,0.0,500.0,0.0,5.0,11.0
创新型,196.0,22.0,1.0,0.0,11.0,0.0,56.0,0.0,2.0,0.0
委托,238.0,54.0,192.0,9.0,147.0,1.0,166.0,2.0,21.0,37.0
关系,353.0,297.0,637.0,329.0,557.0,20.0,2519.0,474.0,219.0,767.0
实力,255.0,251.0,29.0,13.0,241.0,64.0,108.0,958.0,885.0,162.0
净利润,274.0,46.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
基金法,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
高端,229.0,1621.0,23.0,31.0,53.0,549.0,36.0,9.0,103.0,14.0
备案,193.0,44.0,43.0,2.0,160.0,0.0,139.0,2.0,4.0,7.0
关键,265.0,145.0,73.0,259.0,299.0,45.0,294.0,843.0,155.0,150.0
主力,283.0,635.0,4.0,4.0,76.0,21.0,9.0,332.0,19.0,25.0
宏观,240.0,62.0,1.0,3.0,52.0,0.0,33.0,3.0,3.0,0.0
先锋,225.0,37.0,18.0,22.0,6.0,16.0,20.0,11.0,73.0,49.0
名单,229.0,45.0,86.0,21.0,540.0,12.0,164.0,313.0,313.0,440.0
分类,246.0,30.0,14.0,18.0,92.0,27.0,132.0,2.0,54.0,15.0
福分,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
席位,205.0,4.0,0.0,0.0,10.0,6.0,2.0,65.0,2.0,17.0
冠军,209.0,73.0,42.0,42.0,84.0,4.0,4.0,1278.0,244.0,585.0
国家,396.0,935.0,401.0,154.0,1956.0,20.0,5402.0,207.0,576.0,485.0
区域,276.0,2944.0,79.0,95.0,204.0,157.0,680.0,54.0,139.0,16.0
增幅,232.0,99.0,5.0,0.0,88.0,0.0,72.0,17.0,10.0,2.0
指数化,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
心态,216.0,102.0,64.0,102.0,229.0,2.0,17.0,141.0,36.0,119.0
形势,273.0,224.0,34.0,5.0,145.0,5.0,744.0,214.0,16.0,29.0
机制,260.0,77.0,23.0,34.0,118.0,2.0,1384.0,27.0,72.0,22.0
利用,310.0,218.0,435.0,371.0,449.0,154.0,590.0,445.0,221.0,138.0
基金会,185.0,46.0,24.0,20.0,48.0,0.0,99.0,56.0,2.0,56.0
批文,172.0,6.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0
职务,227.0,34.0,139.0,0.0,36.0,0.0,412.0,25.0,13.0,21.0
工具,251.0,38.0,143.0,85.0,149.0,36.0,47.0,9.0,70.0,35.0
成分股,167.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
办理,231.0,299.0,577.0,11.0,859.0,0.0,323.0,4.0,6.0,15.0
证券公司,206.0,4.0,7.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0
企稳,115.0,30.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
情绪,248.0,94.0,372.0,616.0,113.0,19.0,55.0,170.0,30.0,197.0
传统,280.0,400.0,119.0,255.0,415.0,316.0,279.0,156.0,504.0,246.0
条件,304.0,458.0,335.0,171.0,1274.0,252.0,809.0,178.0,303.0,120.0
科技,255.0,278.0,69.0,40.0,542.0,406.0,707.0,17.0,501.0,64.0
流通股东,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
前提,225.0,97.0,42.0,47.0,134.0,24.0,125.0,101.0,35.0,38.0
高点,218.0,52.0,2.0,2.0,4.0,0.0,2.0,4.0,8.0,3.0
点位,185.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
误差,180.0,2.0,2.0,11.0,8.0,1.0,2.0,1.0,7.0,5.0
前景,224.0,95.0,8.0,8.0,129.0,7.0,126.0,235.0,36.0,56.0
投资部,152.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
概率,215.0,16.0,12.0,45.0,45.0,0.0,1.0,59.0,99.0,11.0
转型,204.0,61.0,8.0,10.0,11.0,2.0,92.0,52.0,10.0,123.0
证券报,219.0,40.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
成长型,143.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0
员工,200.0,119.0,582.0,30.0,108.0,5.0,114.0,26.0,54.0,39.0
黄金,251.0,231.0,87.0,66.0,31.0,10.0,34.0,151.0,207.0,95.0
市场走势,184.0,28.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
动态,212.0,57.0,12.0,15.0,34.0,759.0,91.0,23.0,168.0,30.0
市场部,159.0,50.0,8.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0
时期,288.0,170.0,59.0,155.0,90.0,9.0,363.0,244.0,99.0,180.0
季末,164.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
意愿,194.0,79.0,23.0,7.0,79.0,1.0,148.0,56.0,19.0,33.0
短期内,206.0,69.0,7.0,6.0,13.0,1.0,28.0,5.0,3.0,13.0
意见,237.0,175.0,164.0,53.0,306.0,12.0,1612.0,156.0,158.0,176.0
全国,293.0,960.0,334.0,101.0,2543.0,172.0,2624.0,177.0,156.0,453.0
低位,190.0,23.0,1.0,1.0,3.0,0.0,2.0,213.0,1.0,1.0
首席,204.0,150.0,8.0,12.0,37.0,1.0,49.0,27.0,35.0,46.0
成长性,189.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
财经,247.0,89.0,6.0,1.0,56.0,1.0,29.0,10.0,5.0,12.0
管理人员,164.0,7.0,54.0,1.0,19.0,0.0,27.0,15.0,11.0,4.0
关口,186.0,8.0,6.0,2.0,14.0,0.0,8.0,6.0,5.0,12.0
实体,202.0,95.0,11.0,5.0,7.0,2.0,39.0,2.0,13.0,5.0
外资,198.0,69.0,4.0,1.0,12.0,0.0,65.0,1.0,0.0,5.0
局面,227.0,180.0,25.0,13.0,34.0,18.0,215.0,284.0,53.0,47.0
领域,250.0,268.0,31.0,42.0,354.0,231.0,2047.0,88.0,290.0,135.0
保险公司,190.0,32.0,76.0,0.0,12.0,0.0,32.0,3.0,0.0,9.0
总计,178.0,30.0,27.0,1.0,26.0,2.0,37.0,30.0,25.0,25.0
成绩,192.0,77.0,228.0,33.0,3794.0,33.0,168.0,686.0,117.0,730.0
高风险,168.0,7.0,1.0,2.0,13.0,0.0,15.0,4.0,6.0,2.0
系统,269.0,394.0,175.0,219.0,795.0,1871.0,569.0,70.0,4135.0,84.0
早报,175.0,29.0,111.0,2.0,14.0,0.0,8.0,3.0,0.0,90.0
战胜,180.0,3.0,25.0,7.0,15.0,0.0,65.0,633.0,128.0,95.0
类产品,154.0,33.0,2.0,14.0,1.0,89.0,8.0,0.0,4.0,0.0
基本上,208.0,128.0,98.0,102.0,207.0,55.0,45.0,132.0,62.0,113.0
焦点,194.0,94.0,92.0,137.0,43.0,824.0,115.0,185.0,67.0,242.0
收费,177.0,36.0,186.0,4.0,471.0,4.0,302.0,3.0,153.0,14.0
产品线,141.0,33.0,0.0,4.0,0.0,38.0,0.0,0.0,17.0,0.0
跳槽,132.0,6.0,22.0,1.0,20.0,0.0,0.0,5.0,2.0,6.0
增强型,131.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
不确定性,184.0,28.0,1.0,3.0,12.0,0.0,12.0,20.0,2.0,3.0
市场行情,151.0,14.0,0.0,0.0,3.0,12.0,1.0,0.0,2.0,0.0
媒体,215.0,629.0,485.0,165.0,314.0,51.0,1054.0,1620.0,256.0,1585.0
势头,187.0,115.0,4.0,7.0,14.0,3.0,177.0,121.0,10.0,52.0
金融股,163.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
浮盈,102.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
法律,224.0,124.0,619.0,10.0,302.0,1.0,1041.0,35.0,12.0,100.0
专家,225.0,742.0,550.0,1186.0,1151.0,10.0,635.0,681.0,70.0,117.0
银华,161.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
规则,192.0,43.0,50.0,44.0,183.0,9.0,131.0,189.0,465.0,76.0
营业部,183.0,2.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
落袋,105.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
平台,201.0,268.0,81.0,11.0,243.0,52.0,285.0,22.0,1191.0,56.0
电力,199.0,19.0,8.0,3.0,47.0,67.0,108.0,0.0,2.0,4.0
大额,145.0,7.0,9.0,1.0,3.0,1.0,7.0,3.0,25.0,3.0
市价,144.0,12.0,6.0,1.0,0.0,7.0,3.0,0.0,2.0,3.0
体系,215.0,229.0,27.0,10.0,178.0,26.0,734.0,484.0,133.0,24.0
交银,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
能源,205.0,84.0,5.0,15.0,49.0,2.0,827.0,7.0,2.0,17.0
利益输送,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
降息,131.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
管理部,130.0,9.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
潜力,172.0,265.0,6.0,14.0,83.0,4.0,112.0,257.0,80.0,57.0
泡沫,181.0,491.0,17.0,34.0,9.0,0.0,46.0,3.0,6.0,23.0
H股,100.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
权证,153.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
贡献,193.0,131.0,26.0,17.0,77.0,8.0,517.0,1082.0,149.0,134.0
目的,212.0,195.0,272.0,276.0,480.0,22.0,312.0,151.0,117.0,130.0
午盘,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
分配利润,126.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
系统性,143.0,19.0,5.0,4.0,8.0,0.0,26.0,0.0,1.0,0.0
层面,163.0,119.0,13.0,19.0,72.0,21.0,108.0,45.0,22.0,41.0
协议,193.0,144.0,251.0,4.0,137.0,29.0,778.0,691.0,18.0,93.0
单周,96.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
踏空,112.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
业界,147.0,202.0,10.0,11.0,20.0,38.0,54.0,57.0,88.0,87.0
力量,205.0,131.0,110.0,195.0,138.0,12.0,378.0,369.0,736.0,226.0
增量,148.0,25.0,0.0,1.0,7.0,1.0,26.0,0.0,1.0,1.0
协会,178.0,154.0,69.0,58.0,147.0,11.0,173.0,25.0,10.0,230.0
金融保险,125.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
效果,189.0,187.0,133.0,1896.0,255.0,2049.0,197.0,198.0,994.0,479.0
项目,230.0,11164.0,262.0,133.0,2029.0,11.0,1570.0,84.0,125.0,191.0
意义,200.0,214.0,103.0,104.0,281.0,37.0,452.0,272.0,94.0,242.0
网点,139.0,25.0,39.0,2.0,9.0,1.0,11.0,0.0,0.0,0.0
户数,121.0,27.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
救生艇,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
高度,183.0,291.0,58.0,167.0,77.0,80.0,398.0,162.0,99.0,102.0
股基,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
总数,158.0,22.0,13.0,9.0,311.0,4.0,90.0,39.0,41.0,18.0
证券日报,140.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
星石,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
资金量,129.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
时代,197.0,397.0,36.0,136.0,141.0,274.0,258.0,380.0,530.0,435.0
阵营,124.0,10.0,5.0,7.0,10.0,79.0,14.0,53.0,601.0,36.0
形式,215.0,271.0,128.0,75.0,941.0,25.0,467.0,32.0,296.0,204.0
次数,143.0,17.0,41.0,155.0,54.0,7.0,30.0,275.0,177.0,26.0
逆市,90.0,47.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
新股申购,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收盘价,153.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
理性,154.0,188.0,28.0,21.0,141.0,0.0,49.0,9.0,7.0,22.0
理柏,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
总资产,135.0,36.0,4.0,1.0,1.0,0.0,8.0,2.0,0.0,3.0
倒数,114.0,10.0,8.0,3.0,16.0,1.0,8.0,79.0,7.0,20.0
制造业,162.0,37.0,3.0,2.0,23.0,0.0,94.0,2.0,1.0,2.0
电话,180.0,116.0,2218.0,64.0,554.0,565.0,187.0,213.0,546.0,287.0
外汇,149.0,10.0,12.0,1.0,33.0,0.0,52.0,0.0,1.0,3.0
垫底,106.0,2.0,2.0,1.0,3.0,0.0,0.0,61.0,0.0,13.0
主线,138.0,3.0,2.0,7.0,15.0,1.0,10.0,2.0,199.0,56.0
理想,159.0,304.0,94.0,192.0,311.0,91.0,45.0,139.0,65.0,139.0
基础行业,75.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
危机,177.0,212.0,32.0,37.0,43.0,0.0,278.0,88.0,44.0,190.0
单日,128.0,22.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,57.0
措施,189.0,253.0,143.0,94.0,289.0,91.0,1478.0,15.0,30.0,19.0
采掘业,111.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内幕,130.0,10.0,34.0,9.0,4.0,0.0,18.0,36.0,4.0,57.0
持续性,132.0,12.0,4.0,12.0,1.0,3.0,2.0,6.0,16.0,2.0
概念股,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
上周末,127.0,18.0,6.0,0.0,19.0,0.0,2.0,16.0,0.0,201.0
律师,144.0,90.0,703.0,24.0,175.0,0.0,281.0,54.0,1.0,226.0
保险资金,126.0,48.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
网上交易,118.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
经理助理,99.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
董事长,153.0,355.0,84.0,12.0,28.0,8.0,218.0,19.0,25.0,45.0
战略,177.0,303.0,7.0,7.0,58.0,7.0,1329.0,26.0,116.0,34.0
原则,178.0,142.0,55.0,148.0,596.0,12.0,968.0,22.0,46.0,51.0
公司业绩,144.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
指导,159.0,84.0,76.0,155.0,425.0,11.0,711.0,137.0,33.0,191.0
食品饮料,131.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
净流入,130.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
定额,123.0,0.0,8.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0
刑法,123.0,4.0,118.0,2.0,3.0,0.0,112.0,1.0,1.0,3.0
新闻,169.0,283.0,374.0,68.0,326.0,43.0,928.0,389.0,131.0,385.0
发力,84.0,29.0,3.0,16.0,0.0,8.0,2.0,78.0,10.0,17.0
内容,195.0,388.0,346.0,92.0,1687.0,190.0,980.0,112.0,2214.0,346.0
贷款,175.0,1106.0,166.0,3.0,121.0,0.0,292.0,10.0,1.0,13.0
投资决策,106.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
排行榜,116.0,70.0,6.0,28.0,126.0,30.0,2.0,47.0,590.0,153.0
样本股,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
程序,155.0,95.0,188.0,30.0,420.0,163.0,565.0,24.0,75.0,48.0
隐形,107.0,3.0,7.0,32.0,30.0,5.0,1.0,12.0,11.0,26.0
权重,130.0,7.0,0.0,0.0,24.0,0.0,14.0,6.0,1.0,1.0
题材,155.0,7.0,5.0,1.0,84.0,76.0,8.0,5.0,376.0,642.0
榜单,108.0,25.0,0.0,5.0,40.0,4.0,1.0,126.0,74.0,147.0
涨势,123.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
信号,150.0,101.0,43.0,149.0,71.0,162.0,73.0,40.0,22.0,24.0
巨头,127.0,78.0,1.0,6.0,7.0,17.0,14.0,905.0,22.0,25.0
机械,160.0,11.0,36.0,15.0,57.0,48.0,55.0,2.0,33.0,18.0
筹码,122.0,12.0,13.0,2.0,17.0,0.0,4.0,156.0,9.0,4.0
题材股,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
受访者,103.0,47.0,4.0,6.0,35.0,1.0,32.0,7.0,3.0,8.0
承受能力,115.0,25.0,7.0,3.0,12.0,1.0,27.0,6.0,4.0,3.0
理由,152.0,221.0,185.0,204.0,173.0,31.0,148.0,243.0,74.0,137.0
类别,115.0,16.0,7.0,12.0,301.0,5.0,19.0,0.0,131.0,10.0
嘉实,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
代表性,125.0,34.0,7.0,18.0,21.0,6.0,79.0,27.0,23.0,29.0
交易价格,105.0,19.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0
单月,115.0,19.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0
模型,137.0,25.0,10.0,3.0,20.0,9.0,14.0,4.0,25.0,58.0
说明书,124.0,1.0,16.0,11.0,5.0,7.0,15.0,0.0,0.0,4.0
发行期,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
触底,114.0,22.0,0.0,0.0,4.0,0.0,4.0,6.0,0.0,3.0
化工,145.0,26.0,20.0,5.0,27.0,0.0,35.0,0.0,0.0,1.0
机械设备,116.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
入场,105.0,11.0,20.0,5.0,59.0,0.0,8.0,13.0,19.0,60.0
边际,115.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
地位,176.0,136.0,18.0,79.0,95.0,36.0,285.0,246.0,120.0,161.0
现身,109.0,13.0,63.0,72.0,16.0,5.0,9.0,71.0,76.0,410.0
防御性,106.0,3.0,1.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0
法律法规,111.0,11.0,35.0,0.0,13.0,0.0,182.0,1.0,9.0,1.0
资金面,125.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
手段,158.0,161.0,262.0,91.0,166.0,12.0,293.0,135.0,95.0,74.0
消费品,122.0,22.0,4.0,1.0,5.0,2.0,41.0,0.0,0.0,6.0
特色,137.0,290.0,38.0,110.0,280.0,165.0,525.0,13.0,699.0,128.0
药业,128.0,2.0,11.0,12.0,5.0,0.0,12.0,0.0,0.0,1.0
资深,115.0,80.0,31.0,21.0,127.0,15.0,21.0,53.0,64.0,81.0
来源,171.0,94.0,164.0,114.0,177.0,6.0,147.0,19.0,67.0,27.0
公司员工,89.0,3.0,27.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0
技术,189.0,304.0,223.0,142.0,940.0,1577.0,866.0,737.0,496.0,524.0
纪录,118.0,101.0,74.0,12.0,31.0,55.0,43.0,429.0,24.0,369.0
地方,201.0,831.0,614.0,364.0,518.0,114.0,1628.0,461.0,429.0,484.0
表现出色,94.0,1.0,1.0,0.0,3.0,33.0,0.0,54.0,3.0,13.0
本金,106.0,8.0,33.0,0.0,11.0,0.0,4.0,1.0,3.0,6.0
客服,101.0,2.0,63.0,18.0,31.0,29.0,6.0,0.0,1398.0,0.0
期货,148.0,24.0,19.0,0.0,4.0,0.0,13.0,0.0,0.0,1.0
商业,151.0,1976.0,67.0,25.0,141.0,7.0,149.0,126.0,42.0,329.0
规划,146.0,2171.0,59.0,15.0,277.0,11.0,1297.0,48.0,27.0,34.0
距离,143.0,658.0,253.0,108.0,104.0,320.0,64.0,373.0,134.0,132.0
金融工具,89.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
竞争力,127.0,81.0,6.0,3.0,166.0,60.0,210.0,131.0,17.0,20.0
研究所,139.0,95.0,33.0,44.0,47.0,0.0,117.0,2.0,5.0,6.0
机遇,118.0,84.0,8.0,7.0,52.0,2.0,259.0,14.0,49.0,16.0
流程,111.0,70.0,11.0,13.0,176.0,7.0,67.0,11.0,120.0,20.0
金融机构,126.0,117.0,15.0,0.0,19.0,4.0,170.0,1.0,0.0,1.0
财产,126.0,36.0,227.0,0.0,24.0,0.0,286.0,9.0,51.0,35.0
五粮液,110.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
结构化,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
银行业,124.0,40.0,3.0,0.0,9.0,0.0,21.0,0.0,0.0,6.0
交易成本,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
榜首,100.0,21.0,3.0,10.0,17.0,1.0,6.0,72.0,25.0,34.0
类股票,101.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
视野,106.0,191.0,18.0,11.0,86.0,468.0,40.0,70.0,19.0,44.0
有机,121.0,186.0,8.0,60.0,34.0,22.0,91.0,1.0,16.0,11.0
集中度,99.0,7.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0
共识,111.0,27.0,9.0,4.0,21.0,1.0,608.0,64.0,8.0,22.0
研究部,102.0,95.0,1.0,1.0,4.0,0.0,10.0,0.0,0.0,1.0
低点,112.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
证明,139.0,123.0,429.0,185.0,681.0,38.0,244.0,685.0,119.0,204.0
据介绍,111.0,70.0,170.0,10.0,255.0,2.0,155.0,4.0,11.0,22.0
人寿,106.0,10.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0
生效,108.0,19.0,36.0,2.0,37.0,1.0,98.0,10.0,26.0,4.0
会议,167.0,238.0,75.0,16.0,160.0,15.0,3070.0,184.0,34.0,34.0
现任,104.0,8.0,32.0,15.0,20.0,1.0,79.0,78.0,8.0,58.0
名列,96.0,14.0,8.0,4.0,30.0,1.0,7.0,26.0,24.0,49.0
步伐,118.0,57.0,7.0,32.0,23.0,2.0,120.0,25.0,57.0,23.0
保险业,98.0,10.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,4.0
弹性,115.0,18.0,8.0,263.0,13.0,4.0,22.0,17.0,0.0,8.0
典型,129.0,110.0,66.0,106.0,91.0,27.0,119.0,70.0,34.0,85.0
影响力,108.0,130.0,13.0,22.0,75.0,10.0,98.0,211.0,60.0,140.0
存款,114.0,113.0,155.0,2.0,83.0,0.0,53.0,4.0,3.0,8.0
销售费用,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
金属,132.0,15.0,61.0,163.0,28.0,582.0,14.0,1.0,33.0,35.0
存量,97.0,89.0,0.0,2.0,0.0,0.0,15.0,0.0,2.0,1.0
经理制,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
总量,123.0,106.0,13.0,23.0,29.0,2.0,174.0,3.0,8.0,11.0
数字,123.0,145.0,83.0,71.0,249.0,256.0,185.0,143.0,207.0,342.0
工作人员,119.0,236.0,1364.0,32.0,445.0,8.0,375.0,198.0,80.0,476.0
功能,143.0,516.0,92.0,939.0,161.0,8590.0,223.0,41.0,1509.0,40.0
暂行办法,84.0,16.0,3.0,2.0,7.0,0.0,55.0,0.0,0.0,0.0
董事会,116.0,32.0,6.0,0.0,9.0,0.0,18.0,12.0,2.0,12.0
成交额,98.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
投资信托,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
知情,101.0,48.0,103.0,6.0,13.0,0.0,79.0,65.0,10.0,42.0
跨年度,96.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0
手续费,92.0,8.0,32.0,0.0,23.0,1.0,13.0,0.0,14.0,0.0
世纪,164.0,302.0,103.0,131.0,113.0,20.0,208.0,135.0,98.0,406.0
火热,92.0,101.0,11.0,43.0,18.0,33.0,3.0,45.0,342.0,43.0
居首,82.0,4.0,0.0,1.0,3.0,0.0,4.0,8.0,0.0,2.0
白酒,99.0,2.0,82.0,24.0,1.0,0.0,3.0,1.0,0.0,3.0
特性,113.0,39.0,4.0,45.0,16.0,191.0,18.0,8.0,63.0,17.0
金鹰,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
日益,118.0,106.0,17.0,30.0,72.0,13.0,257.0,29.0,34.0,26.0
材料,132.0,148.0,211.0,363.0,1184.0,365.0,245.0,15.0,539.0,21.0
商品,143.0,186.0,84.0,72.0,40.0,43.0,207.0,18.0,115.0,32.0
子公司,110.0,52.0,1.0,0.0,1.0,1.0,21.0,1.0,7.0,6.0
结果显示,93.0,15.0,41.0,29.0,34.0,2.0,31.0,11.0,5.0,6.0
市场趋势,78.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
个性化,83.0,49.0,8.0,10.0,28.0,39.0,10.0,1.0,56.0,6.0
修正案,82.0,0.0,18.0,2.0,3.0,0.0,133.0,0.0,0.0,1.0
争议,101.0,80.0,118.0,29.0,61.0,22.0,219.0,162.0,16.0,154.0
货基,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
同益,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
事情,151.0,226.0,1165.0,333.0,388.0,22.0,266.0,1226.0,244.0,801.0
心理,117.0,164.0,470.0,559.0,471.0,19.0,65.0,128.0,31.0,185.0
自律,86.0,12.0,7.0,11.0,14.0,0.0,59.0,7.0,3.0,8.0
部副,80.0,12.0,4.0,0.0,1.0,0.0,26.0,0.0,6.0,7.0
净资产,99.0,15.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
交易量,90.0,139.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
委托人,67.0,6.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0
降幅,99.0,52.0,1.0,0.0,21.0,117.0,49.0,0.0,0.0,2.0
账面,88.0,6.0,7.0,0.0,4.0,0.0,3.0,16.0,0.0,1.0
情形,114.0,42.0,78.0,42.0,28.0,3.0,215.0,45.0,5.0,31.0
进场,88.0,18.0,31.0,2.0,36.0,0.0,8.0,13.0,17.0,35.0
石油,125.0,93.0,25.0,2.0,28.0,0.0,204.0,2.0,2.0,36.0
收报,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
前三位,73.0,5.0,1.0,3.0,5.0,0.0,3.0,6.0,3.0,4.0
行列,92.0,29.0,13.0,34.0,27.0,20.0,16.0,56.0,33.0,37.0
世界,163.0,1092.0,243.0,300.0,655.0,471.0,1935.0,502.0,3941.0,1189.0
人数,111.0,69.0,98.0,48.0,1260.0,8.0,354.0,51.0,365.0,355.0
代码,99.0,3.0,1.0,7.0,103.0,1.0,6.0,0.0,19.0,8.0
